Location Code,SKU,Name Of the Product,Category,Sub Category,Description,Short_Description,Weight/Quantity (KG/ML/Unit),Price (Inclusive of Tax),Special_Price,Discount %,Inventory,Date,PlanoLoc,For You,Priority
1307,100017024,Huggies Wonder Pant Medium 18/20's,Personal Care & Cosmetics,Baby,Huggies Wonder Pant Medium 18/20's,Huggies Wonder Pant Medium 18/20's,EA,275,275,0,6,20/01/21,W20/7B_2 ,FALSE,0
1307,100017035,Huggies Wonder Pant Large 16/20s,Personal Care & Cosmetics,Baby,Huggies Wonder Pant Large 16/20s,Huggies Wonder Pant Large 16/20s,EA,350,350,0,4,20/01/21,W20/7B_1 ,FALSE,0
1307,100017041,Dove Creme Soap 100 Gm X 4+1 Multi Pk,Personal Care & Cosmetics,Personal Wash,Dove Creme Soap 100 Gm X 4+1 Multi Pk,Dove Creme Soap 100 Gm X 4+1 Multi Pk,EA,259,234,9.65,4,20/01/21,W25/3_9 ,FALSE,0
1307,100017256,Fiama Shower Gel Lemongrass & Jojoba (Clear Springs) 250ml,Personal Care & Cosmetics,Personal Wash,Fiama Shower Gel Lemongrass & Jojoba (Clear Springs) 250ml,Fiama Shower Gel Lemongrass & Jojoba (Clear Springs) 250ml,EA,199,149,25.13,2,20/01/21,W25/1_4 ,FALSE,0
1307,100017361,Fiama Shower Gel Blackcurrent & Bearberry (Exotc Drm) 250ml,Personal Care & Cosmetics,Personal Wash,Fiama Shower Gel Blackcurrent & Bearberry (Exotc Drm) 250ml,Fiama Shower Gel Blackcurrent & Bearberry (Exotc Drm) 250ml,EA,199,149,25.13,5,20/01/21,W25/1_5 ,FALSE,0
1307,100018166,Ponds White Beauty Facial Foam Daily Spotless Lightng 50 Gm.,Personal Care & Cosmetics,Skin Care,Ponds White Beauty Facial Foam Daily Spotless Lightng 50 Gm.,Ponds White Beauty Facial Foam Daily Spotless Lightng 50 Gm.,EA,79,79,0,1,20/01/21,G32/8B_10 ,FALSE,0
1307,100018435,Dabur Vatika Enriched Coconut Hair Oil 300 ml,Personal Care & Cosmetics,Hair Care,Dabur Vatika Enriched Coconut Hair Oil 300 ml,Dabur Vatika Enriched Coconut Hair Oil 300 ml,EA,167,147,11.98,2,20/01/21,W24/4_9 ,FALSE,0
1307,100019972,Garnier Color Naturals Shade 1 Natural Black 100 ml Hair Col,Personal Care & Cosmetics,Hair Care,Garnier Color Naturals Shade 1 Natural Black 100 ml Hair Col,Garnier Color Naturals Shade 1 Natural Black 100 ml Hair Col,EA,180,160,11.11,11,20/01/21,W24/1_7 ,FALSE,0
1307,100020041,Garnier Color Naturals Shade 3 Darkest Brown 100 ml Hair Col,Personal Care & Cosmetics,Hair Care,Garnier Color Naturals Shade 3 Darkest Brown 100 ml Hair Col,Garnier Color Naturals Shade 3 Darkest Brown 100 ml Hair Col,EA,180,160,11.11,2,20/01/21,W24/1_8 ,FALSE,0
1307,100021478,Himalaya Protein Gentle Daily Care Shampoo 200 ml,Personal Care & Cosmetics,Hair Care,Himalaya Protein Gentle Daily Care Shampoo 200 ml,Himalaya Protein Gentle Daily Care Shampoo 200 ml,EA,130,130,0,0,20/01/21,W23/2_4 ,FALSE,0
1307,100021486,Himalaya Protein Gentle Daily Care Shampoo 400 Ml Bottle,Personal Care & Cosmetics,Hair Care,Himalaya Protein Gentle Daily Care Shampoo 400 Ml Bottle,Himalaya Protein Gentle Daily Care Shampoo 400 Ml Bottle,EA,230,230,0,1,20/01/21,W23/2_1 ,FALSE,0
1307,100021494,Himalaya Anti Hair Fall Shampoo 200 ml,Personal Care & Cosmetics,Hair Care,Himalaya Anti Hair Fall Shampoo 200 ml,Himalaya Anti Hair Fall Shampoo 200 ml,EA,130,130,0,4,20/01/21,W23/2_5 ,FALSE,0
1307,100022160,Garnier Skn Nat Wrinkle Lift Anti Ageing Cream 40 Gm,Personal Care & Cosmetics,Skin Care,Garnier Skn Nat Wrinkle Lift Anti Ageing Cream 40 Gm,Garnier Skn Nat Wrinkle Lift Anti Ageing Cream 40 Gm,EA,275,275,0,3,20/01/21,G31/4_5 ,FALSE,0
1307,100022197,Rexona Soap 148 Gm Single.,Personal Care & Cosmetics,Personal Wash,Rexona Soap 148 Gm Single.,Rexona Soap 148 Gm Single.,EA,50,50,0,13,20/01/21,W25/8_8 ,FALSE,0
1307,100022683,Stayfree Drymax Ultra Thins All Nights 14,Personal Care & Cosmetics,Paper and Tissue-PC,Stayfree Drymax Ultra Thins All Nights 14,Stayfree Drymax Ultra Thins All Nights 14,EA,175,175,0,26,20/01/21,W21/6B_6E,FALSE,0
1307,100022691,Ponds White Beauty Cream Pinkish White Glow Lightening 25Gm.,Personal Care & Cosmetics,Skin Care,Ponds White Beauty Cream Pinkish White Glow Lightening 25Gm.,Ponds White Beauty Cream Pinkish White Glow Lightening 25Gm.,EA,80,80,0,2,20/01/21,G31/3_2 ,FALSE,0
1307,100023496,Garnier Skn Nat Light Complete Fairness Facewash 50 Gm,Personal Care & Cosmetics,Skin Care,Garnier Skn Nat Light Complete Fairness Facewash 50 Gm,Garnier Skn Nat Light Complete Fairness Facewash 50 Gm,EA,85,85,0,0,20/01/21,G30/6_11 ,FALSE,0
1307,100023872,Himalaya Anti Dandruff Soothing & Moisturizing Shampoo 400ml,Personal Care & Cosmetics,Hair Care,Himalaya Anti Dandruff Soothing & Moisturizing Shampoo 400ml,Himalaya Anti Dandruff Soothing & Moisturizing Shampoo 400ml,EA,245,245,0,6,20/01/21,W23/2_3 ,FALSE,0
1307,100023880,Himalaya Complete Care Toothpaste 80g,Personal Care & Cosmetics,Oral Care,Himalaya Complete Care Toothpaste 80g,Himalaya Complete Care Toothpaste 80g,EA,50,50,0,5,20/01/21,G26/4_6E,FALSE,0
1307,100023889,Himalaya Oil Clear Lemon Face Wash 100 ml,Personal Care & Cosmetics,Skin Care,Himalaya Oil Clear Lemon Face Wash 100 ml,Himalaya Oil Clear Lemon Face Wash 100 ml,EA,120,120,0,2,20/01/21,G31/6_7 ,FALSE,0
1307,100023908,Himalaya Intensive Body Lotion Cocoa Butter 400 ml Bottle,Personal Care & Cosmetics,Skin Care,Himalaya Intensive Body Lotion Cocoa Butter 400 ml Bottle,Himalaya Intensive Body Lotion Cocoa Butter 400 ml Bottle,EA,280,280,0,2,20/01/21,G32/4_10 ,FALSE,0
1307,100023915,Himalaya Nourishing Body Lotion 400 ml Bottle,Personal Care & Cosmetics,Skin Care,Himalaya Nourishing Body Lotion 400 ml Bottle,Himalaya Nourishing Body Lotion 400 ml Bottle,EA,270,270,0,2,20/01/21,G32/4_4 ,FALSE,0
1307,100023919,Himalaya Anti Hair Fall Shampoo 400 Ml Bottle,Personal Care & Cosmetics,Hair Care,Himalaya Anti Hair Fall Shampoo 400 Ml Bottle,Himalaya Anti Hair Fall Shampoo 400 Ml Bottle,EA,230,230,0,2,20/01/21,W23/2_2 ,FALSE,0
1307,100023931,Himalaya Deep Cleansing Apricot Face Wash 50 ml,Personal Care & Cosmetics,Skin Care,Himalaya Deep Cleansing Apricot Face Wash 50 ml,Himalaya Deep Cleansing Apricot Face Wash 50 ml,EA,70,70,0,10,20/01/21,G31/7B_19 ,FALSE,0
1307,100023941,Himalaya Purifying Neem Foaming Facewash 150 Ml,Personal Care & Cosmetics,Skin Care,Himalaya Purifying Neem Foaming Facewash 150 Ml,Himalaya Purifying Neem Foaming Facewash 150 Ml,EA,195,195,0,1,20/01/21,G30/5_1 ,FALSE,0
1307,100024211,Clean & Clear Foaming Facewash 100 Ml,Personal Care & Cosmetics,Skin Care,Clean & Clear Foaming Facewash 100 Ml,Clean & Clear Foaming Facewash 100 Ml,EA,130,130,0,2,20/01/21,G32/8B_2 ,FALSE,0
1307,100024464,Clean & Clear Foaming Facewash 50 Ml,Personal Care & Cosmetics,Skin Care,Clean & Clear Foaming Facewash 50 Ml,Clean & Clear Foaming Facewash 50 Ml,EA,70,70,0,19,20/01/21,G32/8B_3 ,FALSE,0
1307,100024608,Johnsons Baby Cream 50 Gm Tube,Personal Care & Cosmetics,Baby,Johnsons Baby Cream 50 Gm Tube,Johnsons Baby Cream 50 Gm Tube,EA,75,75,0,16,20/01/21,W20/4_5 ,FALSE,0
1307,100024712,Johnsons Baby No More Tears Shampoo 475 Ml,Personal Care & Cosmetics,Baby,Johnsons Baby No More Tears Shampoo 475 Ml,Johnsons Baby No More Tears Shampoo 475 Ml,EA,360,360,0,7,20/01/21,W20/4_9 ,FALSE,0
1307,100024878,Colgate Sensitive Toothbrush PO1,Personal Care & Cosmetics,Oral Care,Colgate Sensitive Toothbrush PO1,Colgate Sensitive Toothbrush PO1,EA,50,50,0,5,20/01/21,G27/2_7 ,FALSE,0
1307,100025045,Margo Original Neem Soap 4 X 75 Gm Multi Pk,Personal Care & Cosmetics,Personal Wash,Margo Original Neem Soap 4 X 75 Gm Multi Pk,Margo Original Neem Soap 4 X 75 Gm Multi Pk,EA,85,75,11.76,3,20/01/21,W26/7_7 ,FALSE,0
1307,100025117,Johnsons Baby Powder 100 Gm,Personal Care & Cosmetics,Baby,Johnsons Baby Powder 100 Gm,Johnsons Baby Powder 100 Gm,EA,75,75,0,6,20/01/21,W20/5_13 ,FALSE,0
1307,100025230,Johnsons Baby Powder Blossom 100 Gm Bottle,Personal Care & Cosmetics,Baby,Johnsons Baby Powder Blossom 100 Gm Bottle,Johnsons Baby Powder Blossom 100 Gm Bottle,EA,85,85,0,13,20/01/21,W20/5_12 ,FALSE,0
1307,100025344,Johnsons Baby No More Tears Shampoo 200 Ml,Personal Care & Cosmetics,Baby,Johnsons Baby No More Tears Shampoo 200 Ml,Johnsons Baby No More Tears Shampoo 200 Ml,EA,175,175,0,6,20/01/21,W20/4_8 ,FALSE,0
1307,100025601,Colgate Active Salt Toothpaste Neem 100g,Personal Care & Cosmetics,Oral Care,Colgate Active Salt Toothpaste Neem 100g,Colgate Active Salt Toothpaste Neem 100g,EA,58,58,0,20,20/01/21,G26/6_4 ,FALSE,0
1307,100025715,Colgate Herbal Toothpaste 100g,Personal Care & Cosmetics,Oral Care,Colgate Herbal Toothpaste 100g,Colgate Herbal Toothpaste 100g,EA,58,58,0,14,20/01/21,G26/7_5 ,FALSE,0
1307,100025740,Johnsons Baby Lotion 200 Ml,Personal Care & Cosmetics,Baby,Johnsons Baby Lotion 200 Ml,Johnsons Baby Lotion 200 Ml,EA,165,165,0,9,20/01/21,W20/4_2 ,FALSE,0
1307,100025782,Johnsons Baby Powder 400 Gm,Personal Care & Cosmetics,Baby,Johnsons Baby Powder 400 Gm,Johnsons Baby Powder 400 Gm,EA,225,225,0,17,20/01/21,W20/5_7 ,FALSE,0
1307,100025862,Johnsons Baby Cream 100 Gm Tube,Personal Care & Cosmetics,Baby,Johnsons Baby Cream 100 Gm Tube,Johnsons Baby Cream 100 Gm Tube,EA,145,145,0,144,20/01/21,W20/4_6 ,FALSE,0
1307,100025942,Johnsons Baby No More Tears Shampoo 100 Ml,Personal Care & Cosmetics,Baby,Johnsons Baby No More Tears Shampoo 100 Ml,Johnsons Baby No More Tears Shampoo 100 Ml,EA,90,90,0,13,20/01/21,W20/4_7 ,FALSE,0
1307,100026048,Colgate Dental Cream Toothpaste 200g,Personal Care & Cosmetics,Oral Care,Colgate Dental Cream Toothpaste 200g,Colgate Dental Cream Toothpaste 200g,EA,95,95,0,13,20/01/21,G26/4_2 ,FALSE,0
1307,100026110,Johnsons Baby Milk Lotion 100 Ml,Personal Care & Cosmetics,Baby,Johnsons Baby Milk Lotion 100 Ml,Johnsons Baby Milk Lotion 100 Ml,EA,100,100,0,2,20/01/21,W20/5_1 ,FALSE,0
1307,100026163,Liril 2000 Soap 3 X 125 Gm Multi Pk.,Personal Care & Cosmetics,Personal Wash,Liril 2000 Soap 3 X 125 Gm Multi Pk.,Liril 2000 Soap 3 X 125 Gm Multi Pk.,EA,153,133,13.07,8,20/01/21,W25/8_12 ,FALSE,0
1307,100026401,Johnsons Baby Powder 200 Gm,Personal Care & Cosmetics,Baby,Johnsons Baby Powder 200 Gm,Johnsons Baby Powder 200 Gm,EA,135,135,0,2,20/01/21,W20/5_11 ,FALSE,0
1307,100026515,Johnsons Baby Lotion 100 Ml,Personal Care & Cosmetics,Baby,Johnsons Baby Lotion 100 Ml,Johnsons Baby Lotion 100 Ml,EA,95,95,0,13,20/01/21,W20/4_1 ,FALSE,0
1307,100026965,Parachute Advanced Ayurvedic Hot Oil 190 ml.,Personal Care & Cosmetics,Hair Care,Parachute Advanced Ayurvedic Hot Oil 190 ml.,Parachute Advanced Ayurvedic Hot Oil 190 ml.,EA,110,95,13.64,23,20/01/21,W24/5_10 ,FALSE,0
1307,100026972,Parachute Advansed Ayurvedic Hot Oil 300 ml.,Personal Care & Cosmetics,Hair Care,Parachute Advansed Ayurvedic Hot Oil 300 ml.,Parachute Advansed Ayurvedic Hot Oil 300 ml.,EA,175,150,14.29,4,20/01/21,W24/5_9 ,FALSE,0
1307,100027104,Parachute Advance Gold 175 Ml,Personal Care & Cosmetics,Hair Care,Parachute Advance Gold 175 Ml,Parachute Advance Gold 175 Ml,EA,89,82,7.87,21,20/01/21,W24/5_3 ,FALSE,0
1307,100027112,Colgate Kids Toothbrush 2+ Soft PO1,Personal Care & Cosmetics,Oral Care,Colgate Kids Toothbrush 2+ Soft PO1,Colgate Kids Toothbrush 2+ Soft PO1,EA,20,20,0,3,20/01/21,G27/3_12 ,FALSE,0
1307,100027227,Colgate Dental Cream Toothpaste 100g,Personal Care & Cosmetics,Oral Care,Colgate Dental Cream Toothpaste 100g,Colgate Dental Cream Toothpaste 100g,EA,52,52,0,11,20/01/21,G26/4_3 ,FALSE,0
1307,100027323,Stayfree Secure Cottony Wings 20.,Personal Care & Cosmetics,Paper and Tissue-PC,Stayfree Secure Cottony Wings 20.,Stayfree Secure Cottony Wings 20.,EA,85,85,0,3,20/01/21,W21/6B_2 ,FALSE,0
1307,100027462,Parachute Refined Coconut Oil 100 ml.,Personal Care & Cosmetics,Hair Care,Parachute Refined Coconut Oil 100 ml.,Parachute Refined Coconut Oil 100 ml.,EA,39,39,0,39,20/01/21,W24/4_6 ,FALSE,0
1307,100027585,Parachute Coconut Hair Oil 200 Ml Bottle,Personal Care & Cosmetics,Hair Care,Parachute Coconut Hair Oil 200 Ml Bottle,Parachute Coconut Hair Oil 200 Ml Bottle,EA,86,86,0,5,20/01/21,W24/4_5 ,FALSE,0
1307,100027681,Stayfree Secure Cottony Wings 7,Personal Care & Cosmetics,Paper and Tissue-PC,Stayfree Secure Cottony Wings 7,Stayfree Secure Cottony Wings 7,EA,30,30,0,37,20/01/21,/,FALSE,0
1307,100028027,Colgate Dental Cream Toothpaste 200g + 100g + Toothbrush,Personal Care & Cosmetics,Oral Care,Colgate Dental Cream Toothpaste 200g + 100g + Toothbrush,Colgate Dental Cream Toothpaste 200g + 100g + Toothbrush,EA,147,147,0,5,20/01/21,G26/3_1 ,FALSE,0
1307,100029495,Mamy Poko Pants M 14/15,Personal Care & Cosmetics,Baby,Mamy Poko Pants M 14/15,Mamy Poko Pants M 14/15,EA,195,176,9.74,1,20/01/21,W21/1_1E,FALSE,0
1307,100029636,Kiwi Wax Shoe Polish Brown Liquid 75 Ml Bottle.,Personal Care & Cosmetics,OTC,Kiwi Wax Shoe Polish Brown Liquid 75 Ml Bottle.,Kiwi Wax Shoe Polish Brown Liquid 75 Ml Bottle.,EA,74,74,0,1,20/01/21,G30/9B_4 ,FALSE,0
1307,100029724,Cinthol Cool (Sport ) Soap 3 X 125 Gm Multi Pk,Personal Care & Cosmetics,Personal Wash,Cinthol Cool (Sport ) Soap 3 X 125 Gm Multi Pk,Cinthol Cool (Sport ) Soap 3 X 125 Gm Multi Pk,EA,114,114,0,4,20/01/21,W26/6_3 ,FALSE,0
1307,100029871,Kiwi Liquid Sponge Black 7ml,Personal Care & Cosmetics,OTC,Kiwi Liquid Sponge Black 7ml,Kiwi Liquid Sponge Black 7ml,EA,72,72,0,9,20/01/21,G30/9B_6 ,FALSE,0
1307,100029978,Godrej No 1 Sandal Soap 100 Gm 3+1 Multi Pk.,Personal Care & Cosmetics,Personal Wash,Godrej No 1 Sandal Soap 100 Gm 3+1 Multi Pk.,Godrej No 1 Sandal Soap 100 Gm 3+1 Multi Pk.,EA,80,80,0,17,20/01/21,W25/6_13E,FALSE,0
1307,100030400,Cinthol Original Soap 100 Gm Single,Personal Care & Cosmetics,Personal Wash,Cinthol Original Soap 100 Gm Single,Cinthol Original Soap 100 Gm Single,EA,36,36,0,9,20/01/21,W26/6_1 ,FALSE,0
1307,100030418,Kiwi Shoe Brush 2 In 1 1 Nos,Personal Care & Cosmetics,OTC,Kiwi Shoe Brush 2 In 1 1 Nos,Kiwi Shoe Brush 2 In 1 1 Nos,EA,80,80,0,1,20/01/21,G30/9B_10 ,FALSE,0
1307,100030488,Plax Mouthwash Freshmint 250ml,Personal Care & Cosmetics,Oral Care,Plax Mouthwash Freshmint 250ml,Plax Mouthwash Freshmint 250ml,EA,120,120,0,4,20/01/21,G27/4_4 ,FALSE,0
1307,100030936,Kiwi Mini Shoe Brush,Personal Care & Cosmetics,OTC,Kiwi Mini Shoe Brush,Kiwi Mini Shoe Brush,EA,65,65,0,3,20/01/21,G30/9B_11 ,FALSE,0
1307,100034679,Parachute Refined Coconut Oil 300 ml,Personal Care & Cosmetics,Hair Care,Parachute Refined Coconut Oil 300 ml,Parachute Refined Coconut Oil 300 ml,EA,116,116,0,24,20/01/21,W24/4_4 ,FALSE,0
1307,100036223,Loreal Paris Hair Expertise Total Repair 5 Conditioner 65Ml,Personal Care & Cosmetics,Hair Care,Loreal Paris Hair Expertise Total Repair 5 Conditioner 65Ml,Loreal Paris Hair Expertise Total Repair 5 Conditioner 65Ml,EA,99,99,0,8,20/01/21,W23/6_15E,FALSE,0
1307,100036865,Whisper Choice Ultra 6,Personal Care & Cosmetics,Paper and Tissue-PC,Whisper Choice Ultra 6,Whisper Choice Ultra 6,EA,42,42,0,76,20/01/21,W22/7_2E,FALSE,0
1307,100037365,Dabur Red Toothpaste 200 gm + 100 gm + 1 TB Saver Pack,Personal Care & Cosmetics,Oral Care,Dabur Red Toothpaste 200 gm + 100 gm + 1 TB Saver Pack,Dabur Red Toothpaste 200 gm + 100 gm + 1 TB Saver Pack,EA,149,119,20.13,7,20/01/21,G26/7_2 ,FALSE,0
1307,100039165,Pears Shower Gel Pure & Gentle 250 Ml,Personal Care & Cosmetics,Personal Wash,Pears Shower Gel Pure & Gentle 250 Ml,Pears Shower Gel Pure & Gentle 250 Ml,EA,180,164,8.89,8,20/01/21,W25/1_13 ,FALSE,0
1307,100039169,Dove Dandruff Care Shampoo 340 ml,Personal Care & Cosmetics,Hair Care,Dove Dandruff Care Shampoo 340 ml,Dove Dandruff Care Shampoo 340 ml,EA,275,240,12.73,0,20/01/21,W23/4_7 ,FALSE,0
1307,100043699,Mamy Poko Pants M 36/40,Personal Care & Cosmetics,Baby,Mamy Poko Pants M 36/40,Mamy Poko Pants M 36/40,EA,499,499,0,3,20/01/21,W21/2_1E,FALSE,0
1307,100045423,Fiama Men Shower Gel Refreshing Pulse 250ml,Personal Care & Cosmetics,Personal Wash,Fiama Men Shower Gel Refreshing Pulse 250ml,Fiama Men Shower Gel Refreshing Pulse 250ml,EA,199,159,20.1,4,20/01/21,W25/1_7 ,FALSE,0
1307,100045760,Olat Total EffectsUV Cream 50gm,Personal Care & Cosmetics,Skin Care,Olat Total EffectsUV Cream 50gm,Olat Total EffectsUV Cream 50gm,EA,849,595,29.92,1,20/01/21,/,FALSE,0
1307,100047276,Dove Daily Shine Shampoo 650 ml.,Personal Care & Cosmetics,Hair Care,Dove Daily Shine Shampoo 650 ml.,Dove Daily Shine Shampoo 650 ml.,EA,550,380,30.91,2,20/01/21,W23/4_1 ,FALSE,0
1307,100047278,Dove Intense Repair Shampoo 650 ml.,Personal Care & Cosmetics,Hair Care,Dove Intense Repair Shampoo 650 ml.,Dove Intense Repair Shampoo 650 ml.,EA,550,380,30.91,1,20/01/21,W23/4_3 ,FALSE,0
1307,100047290,Pears Germshield/Soft & Fresh 125 Gm.,Personal Care & Cosmetics,Personal Wash,Pears Germshield/Soft & Fresh 125 Gm.,Pears Germshield/Soft & Fresh 125 Gm.,EA,67,67,0,12,20/01/21,W25/2_6 ,FALSE,0
1307,100048491,Nivea Fresh Active Mens Deo Original 150 Ml.,Personal Care & Cosmetics,Deodorants and Talcs,Nivea Fresh Active Mens Deo Original 150 Ml.,Nivea Fresh Active Mens Deo Original 150 Ml.,EA,199,180,9.55,5,20/01/21,G29/2_18E,FALSE,0
1307,100048511,Santoor Sandal & Turmeric/Orange Soap 100 gm Single,Personal Care & Cosmetics,Personal Wash,Santoor Sandal & Turmeric/Orange Soap 100 gm Single,Santoor Sandal & Turmeric/Orange Soap 100 gm Single,EA,28,28,0,6,20/01/21,W25/4_4 ,FALSE,0
1307,100048525,Gillette Regular Shaving Foam Regular 50 ml Can,Personal Care & Cosmetics,Shaving,Gillette Regular Shaving Foam Regular 50 ml Can,Gillette Regular Shaving Foam Regular 50 ml Can,EA,85,85,0,4,20/01/21,G30/3_5 ,FALSE,0
1307,100048565,Colgate Dental Cream 46 gm,Personal Care & Cosmetics,Oral Care,Colgate Dental Cream 46 gm,Colgate Dental Cream 46 gm,EA,20,20,0,35,20/01/21,G26/4_4 ,FALSE,0
1307,100048589,Santoor Sandal & Turmeric/Orange Soap 4 X 125 Gm Multi Pk,Personal Care & Cosmetics,Personal Wash,Santoor Sandal & Turmeric/Orange Soap 4 X 125 Gm Multi Pk,Santoor Sandal & Turmeric/Orange Soap 4 X 125 Gm Multi Pk,EA,150,135,10,39,20/01/21,W25/4_1 ,FALSE,0
1307,100048765,Santoor Sandal & Turmeric/Orange Soap 4 X 100 gm Multi Pk,Personal Care & Cosmetics,Personal Wash,Santoor Sandal & Turmeric/Orange Soap 4 X 100 gm Multi Pk,Santoor Sandal & Turmeric/Orange Soap 4 X 100 gm Multi Pk,EA,100,95,5,8,20/01/21,W25/4_2 ,FALSE,0
1307,100048824,Gillette Regular Shaving Foam Lemon & Lime 196 ml Can,Personal Care & Cosmetics,Shaving,Gillette Regular Shaving Foam Lemon & Lime 196 ml Can,Gillette Regular Shaving Foam Lemon & Lime 196 ml Can,EA,185,185,0,3,20/01/21,G30/3_4 ,FALSE,0
1307,100048870,Santoor Handwash Classic (Essential Oil) 215 ml Pump,Personal Care & Cosmetics,Personal Wash,Santoor Handwash Classic (Essential Oil) 215 ml Pump,Santoor Handwash Classic (Essential Oil) 215 ml Pump,EA,110,110,0,4,20/01/21,W26/5_5 ,FALSE,0
1307,100048933,Santoor Sandal & Alomond White Soap 100 gm Sigle,Personal Care & Cosmetics,Personal Wash,Santoor Sandal & Alomond White Soap 100 gm Sigle,Santoor Sandal & Alomond White Soap 100 gm Sigle,EA,27,27,0,14,20/01/21,W25/4_7 ,FALSE,0
1307,100049101,Nivea Soft Moisturising Cream 100 Ml,Personal Care & Cosmetics,Skin Care,Nivea Soft Moisturising Cream 100 Ml,Nivea Soft Moisturising Cream 100 Ml,EA,185,185,0,6,20/01/21,G32/6_10 ,FALSE,0
1307,100049557,Nivea Soft Moisturising Cream 50 Ml,Personal Care & Cosmetics,Skin Care,Nivea Soft Moisturising Cream 50 Ml,Nivea Soft Moisturising Cream 50 Ml,EA,90,90,0,2,20/01/21,G32/6_11 ,FALSE,0
1307,100049979,Nivea Creme Soft Soap 4 X 75 Gm Multi Pk.,Personal Care & Cosmetics,Personal Wash,Nivea Creme Soft Soap 4 X 75 Gm Multi Pk.,Nivea Creme Soft Soap 4 X 75 Gm Multi Pk.,EA,162,162,0,11,20/01/21,W25/5_13E,FALSE,0
1307,100050030,Nivea Creme Moisturising Cream 60 Ml,Personal Care & Cosmetics,Skin Care,Nivea Creme Moisturising Cream 60 Ml,Nivea Creme Moisturising Cream 60 Ml,EA,99,99,0,13,20/01/21,G32/6_13 ,FALSE,0
1307,100050961,Livon Silky Potion Leave On Conditioner 50 ml.,Personal Care & Cosmetics,Hair Care,Livon Silky Potion Leave On Conditioner 50 ml.,Livon Silky Potion Leave On Conditioner 50 ml.,EA,150,150,0,2,20/01/21,W24/3_14 ,FALSE,0
1307,100051074,Amrutanjan Roll On Faster Relaxation 10 Ml,Personal Care & Cosmetics,OTC,Amrutanjan Roll On Faster Relaxation 10 Ml,Amrutanjan Roll On Faster Relaxation 10 Ml,EA,60,54,10,1,20/01/21,W22/2_7 ,FALSE,0
1307,100053280,Himalaya Purifying Neem Facewash 150 Ml,Personal Care & Cosmetics,Skin Care,Himalaya Purifying Neem Facewash 150 Ml,Himalaya Purifying Neem Facewash 150 Ml,EA,155,155,0,1,20/01/21,G31/7B_17 ,FALSE,0
1307,100053283,Himalaya Fairness Kesar Face Wash 50 ml,Personal Care & Cosmetics,Skin Care,Himalaya Fairness Kesar Face Wash 50 ml,Himalaya Fairness Kesar Face Wash 50 ml,EA,70,70,0,2,20/01/21,G31/6_11 ,FALSE,0
1307,100053285,Himalaya Fairness Kesar Face Wash 100 ml,Personal Care & Cosmetics,Skin Care,Himalaya Fairness Kesar Face Wash 100 ml,Himalaya Fairness Kesar Face Wash 100 ml,EA,130,130,0,5,20/01/21,G31/7B_16 ,FALSE,0
1307,100053294,Himalaya Deep Cleansing Apricot Face Wash 100 ml,Personal Care & Cosmetics,Skin Care,Himalaya Deep Cleansing Apricot Face Wash 100 ml,Himalaya Deep Cleansing Apricot Face Wash 100 ml,EA,130,130,0,6,20/01/21,G31/6_2 ,FALSE,0
1307,100053298,Dettol Hand Sanitizer 50 ml Original,Personal Care & Cosmetics,Personal Wash,Dettol Hand Sanitizer 50 ml Original,Dettol Hand Sanitizer 50 ml Original,EA,82,25,69.51,1,20/01/21,W26/3_13 ,TRUE,1
1307,100053309,Colgate Zigzag Anti-bac Toothbrush B2G1 Med,Personal Care & Cosmetics,Oral Care,Colgate Zigzag Anti-bac Toothbrush B2G1 Med,Colgate Zigzag Anti-bac Toothbrush B2G1 Med,EA,70,70,0,5,20/01/21,G27/3_1 ,FALSE,0
1307,100054803,Colgate Total Advanced Health Toothpaste 120 gm,Personal Care & Cosmetics,Oral Care,Colgate Total Advanced Health Toothpaste 120 gm,Colgate Total Advanced Health Toothpaste 120 gm,EA,99,99,0,2,20/01/21,G26/1_1 ,FALSE,0
1307,100054806,Colgate Active Salt Toothpaste 200g,Personal Care & Cosmetics,Oral Care,Colgate Active Salt Toothpaste 200g,Colgate Active Salt Toothpaste 200g,EA,100,100,0,6,20/01/21,G26/1_2 ,FALSE,0
1307,100055256,Himalaya Baby Gentle Soap 75 Gm,Personal Care & Cosmetics,Baby,Himalaya Baby Gentle Soap 75 Gm,Himalaya Baby Gentle Soap 75 Gm,EA,50,50,0,3,20/01/21,W20/4_13 ,FALSE,0
1307,100055317,Eva Women Deo Doll 125 ml Can,Personal Care & Cosmetics,Deodorants and Talcs,Eva Women Deo Doll 125 ml Can,Eva Women Deo Doll 125 ml Can,EA,140,140,0,1,20/01/21,G28/1_1 ,FALSE,0
1307,100056005,Listerine Mouthwash Fresh Burst 250ml,Personal Care & Cosmetics,Oral Care,Listerine Mouthwash Fresh Burst 250ml,Listerine Mouthwash Fresh Burst 250ml,EA,140,140,0,19,20/01/21,G27/4_9 ,FALSE,0
1307,100056026,Vicco Turmeric Cream 50 Gm,Personal Care & Cosmetics,OTC,Vicco Turmeric Cream 50 Gm,Vicco Turmeric Cream 50 Gm,EA,188,188,0,4,20/01/21,W22/3_14 ,FALSE,0
1307,100056050,Vicco Turmeric Skin Cream 15 Gm,Personal Care & Cosmetics,OTC,Vicco Turmeric Skin Cream 15 Gm,Vicco Turmeric Skin Cream 15 Gm,EA,66,66,0,4,20/01/21,W22/3_15 ,FALSE,0
